district,state,pop_below_15,sex_ratio,sex_ratio_birth,hh_elec,hh_drnk_water,hh_sanitation,hh_fuel,hh_salt,hh_health_insurance,women_10yr_school,women_premarried,women_earlymother,women_menstrual,fam_contra,fam_modern_contra,fam_female_ster,fam_IUD,fam_pill,fam_condom,fam_injectibles,fam_unmet_need,fam_healthworkers,fam_sideeffects,mother_antenatal,mother_neonatal,mother_folic,mother_MCP,delivery_expense,institutional_birth,births_csection,child_vaccinated,child_public_vaccinated,child_private_vaccinated,child_diarrhoea,child_resp,child_diet,child_stunted,child_wasted,child_severely_wasted,child_underwght,child_overwght,women_lowBMI,women_highBMI,women_high_wh,child_anaemic,women_anaemic,young_women_anaemic,women_highBS,men_highBS,women_highBP,men_highBP,women_cervical,women_breast,women_oral,women_tobbaco,men_tobbaco,women_alc,men_alc,HDI,st,dc,form_edu_mean,form_edu_median,ern_reg_mean,ern_self_mean,age_group_age_<18,age_group_age_18-35,age_group_age_35-60,age_group_age_60+,marst_1,marst_2,marst_3,gedu_lvl_1,gedu_lvl_5,gedu_lvl_6,gedu_lvl_7,gedu_lvl_8,gedu_lvl_10,gedu_lvl_12,gedu_lvl_13,tedu_lvl_1,voc_1.0,voc_2.0,voc_3.0,voc_4.0,voc_6.0,voc_typ_3.0,voc_fund_2.0,has_sas_1,has_sas_2,loc_pas_11.0,loc_pas_14.0,loc_pas_16.0,loc_pas_18.0,loc_pas_19.0,loc_pas_24.0,loc_pas_26.0,loc_pas_28.0,loc_pas_99.0,etyp_pas_1.0,etyp_pas_2.0,etyp_pas_5.0,wrkr_pas_1.0,wrkr_pas_2.0,wrkr_pas_3.0,wrkr_pas_4.0,job_pas_1.0,job_pas_4.0,leave_pas_1.0,leave_pas_2.0,ssec_pas_7.0,ssec_pas_8.0,ecoprd_pas_2.0,ecoprd_pas_3.0,etyp_sas_1.0,etyp_sas_2.0,wrkr_sas_1.0,ecoprd_sas_3.0,wrk_365_1.0,dur_pas_2.0,dur_pas_3.0,dur_pas_4.0,dur_pas_5.0,dur_sas_4.0,dur_sas_5.0,eff_pas_1.0,dur_unp_3.0,evr_wrk_1.0,evr_wrk_2.0,acws_11,acws_12,acws_21,acws_31,acws_51,acws_81,acws_91,acws_92,acws_94,acws_95,acws_97,acws_99,marst_4,gedu_lvl_11,loc_pas_10.0,etyp_pas_8.0,dur_sas_3.0,job_sas_1.0,leave_sas_2.0,ssec_sas_8.0,acws_93,hh_size_mean,hh_size_median,hce1_mean,hce1_median,hce2_mean,hce3_mean,hce3_median,hce4_mean,hce4_median,hce5_mean,hce5_median,hce_tot_mean,hce_tot_median,mult_total,relg_2_pct,relg_1_pct,sg_9_pct,sg_3_pct,sg_1_pct,sg_2_pct,distance
Malappuram,Kerala,26.97,1100.62,806.92,99.69,97.7,99.85,59.02,99.41,42.76,69.51,15.27,2.58,88.69,58.58,41.52,36.82,0.81,0.39,1.88,0.0,13.76,10.94,61.31,90.42,99.62,71.06,91.46,6759.61,25.63,25.48,82.57,79.61,20.39,5.54,0.64,26.07,29.36,18.17,6.53,21.36,3.26,10.32,36.6,69.12,47.21,34.74,38.11,21.39,23.95,25.37,27.44,1.41,0.41,0.0,1.49,12.5,0.19,7.69,0.987,32.0,5.0,7.989801810702591,9.0,2594.562978805866,2275.761255509042,0.3125843353278023,0.2599007343327373,0.3184551367088291,0.1090597936306313,0.4389219555955346,0.505704381,0.046358304,0.1395403799961615,0.094733896,0.1293282139164869,0.2651601368554945,0.1364851281928397,0.1303308038976944,0.061826584,0.013527182,0.9443575734090024,0.042268577,0.010030054,0.1233334026776175,0.2377390505189816,0.5804754460613096,0.3495125012342229,0.3236670076575377,0.077747874,0.9222521258162704,,0.064343796,0.2128811895674634,0.063248593,0.1148999021178492,0.077839203,0.2222531127649228,0.077620127,0.023647417,0.6896652283183791,0.063708945,0.091403935,0.6747299808509527,0.127113576,0.086034349,0.112122094,0.8378426201893536,0.091842812,0.2518971570251898,0.7481028429748102,0.079123814,0.872345927,0.04782421,0.7256100445875799,0.5995889396614893,0.3292085147249262,0.9266236407724824,0.3413171343036543,0.9381927310247992,0.071570861,0.084516068,0.080847389,0.7529170900938223,0.038749968,0.9014789983866408,0.7429064278147294,0.32327996,0.097966529,0.902033471,0.08319598,0.02904834,0.006667666,0.1138337614574853,0.042416192,0.019740354,0.2985560159821507,0.2325639470500865,0.043646773,0.010603297,0.010110547,0.081505165,0.009015359,0.028125185,0.022518445,0.01805744,0.040640832,0.9659125250172514,0.9022242415576012,0.9802214347299788,0.005949266,3.989151710314687,4.0,12794.795538481603,12415.0,331.76790668978174,732.3978120524811,470.0,11835.314348247924,10900.0,9603.756175721748,4000.0,15645.571947053608,15075.5,734133788.0,0.728448276,0.2349137931034483,0.0625,0.8836206896551724,0.002155172,0.051724138,262.225103
Palakkad,Kerala,19.32,1147.87,1011.69,98.93,94.68,98.96,67.48,99.66,53.79,63.16,14.12,4.38,87.52,58.86,51.88,48.09,1.74,0.16,1.9,0.0,10.79,14.56,56.57,68.39,87.93,58.77,87.34,6211.16,29.63,31.19,73.15,94.1,5.9,2.66,1.89,23.69,29.67,21.71,9.0,27.73,1.08,12.92,32.89,66.18,51.94,49.64,43.3,24.63,26.33,32.38,35.34,3.69,1.09,0.56,5.11,22.48,0.39,23.12,0.958,32.0,6.0,7.632522541808996,9.0,2867.8379938396974,1465.7659585193069,0.2298992691690747,0.2071911401883633,0.3627726750018371,0.2001369156407248,0.3592457003951538,0.5270040348985222,0.1025594343318597,0.1541241647414991,0.1330437021144929,0.1264225119167362,0.2471749860508378,0.1083719948992395,0.084277509,0.0862367,0.023036667,0.933647831,0.05699926,0.006576061,0.082158864,0.1881973588294172,0.6660684571206424,0.4934895726670722,0.3796189226490102,0.057525697,0.942474303,0.008400874,0.033644067,0.2791792852491226,0.1817904620482367,0.1203796619066211,0.038008234,0.1429826883743852,0.035699492,,0.6403552482963857,0.0497984,0.1861003236346068,0.5650167934561825,0.1641686687732484,0.1114983422124411,0.1593161955581279,0.7760579242623649,0.1600624930385216,0.2177441369144093,0.7822558630855906,0.087147521,0.803710471,0.010900919,0.7089289661916326,0.6630394028127014,0.1014399112370037,0.5499358461225531,0.3579738498672561,0.9586097133792628,0.040111001,0.065719476,0.018244249,0.8615759981773106,,0.8503958708067277,0.3236120232588196,0.1478182737973091,0.2900972872699672,0.7099027127300328,0.070761459,0.02293556,0.01149382,0.1544536164393921,0.079646864,0.053926937,0.2249896978641112,0.1515417404048241,0.1065047872767731,0.004757731,0.010384924,0.047054402,0.01119083,0.034287963,0.007724334,0.046964204,0.1039250138914205,1.0,1.0,1.0,0.004631225,3.5404564308295794,4.0,11371.03581,11085.0,240.7144175833274,468.6060604502619,0.0,7159.8108397713295,7000.0,4384.852672,3375.0,13042.46091835398,12879.0,624737773.0,0.2670454545454545,0.6761363636363636,0.1335227272727272,0.7244318181818182,0.022727273,0.1193181818181818,270.9936793
Thrissur,Kerala,18.8,1166.59,763.1,100.0,93.67,99.5,76.33,99.69,48.65,79.18,1.0,1.02,87.46,69.71,61.5,52.88,2.85,0.63,4.57,0.0,10.85,10.11,59.74,82.4,95.74,70.78,87.0,5007.15,30.85,45.71,*,*,*,8.23,2.29,14.27,22.04,9.61,3.79,17.28,6.09,10.86,42.84,71.64,48.71,44.44,36.52,28.29,31.74,31.43,36.76,3.02,2.75,0.87,2.3,17.81,0.21,26.19,0.985,32.0,7.0,9.325996288744708,10.0,3710.2914465637823,2024.213141035641,0.2267443291983598,0.2018683338733677,0.3598592842318872,0.2115280526963851,0.3717523265935977,0.5369582151289917,0.08329653,0.081030086,0.090027214,0.1247691396964343,0.2119459167542755,0.1377922318579929,0.086864476,0.1409240968204134,0.048956289,0.8756340694919628,0.1204616425730648,0.005742701,0.037634769,0.2410522326113303,0.589766167,0.4430315227321556,0.5392957423122234,0.093232558,0.9067674415374636,,0.012692575,0.07401974,0.024312812,0.034688216,0.079378383,0.4075872777716525,0.1436922321359698,0.032106555,0.6512757883022628,0.054520882,0.092830236,0.6183090482855351,0.1272382211283383,0.081701942,0.1727507883914837,0.7130592768649832,0.2013897906262533,0.300313548,0.699686452,0.166516192,0.7307658064913048,0.089595611,0.6264414133152144,0.52833406,0.2906517041646327,0.830077504,0.5976030326684127,0.8989935056493096,0.057431965,0.039832894,0.036533209,0.8187800013969826,0.037375158,0.6809174480322345,0.5106258268678524,0.2437581418993076,0.3018567850519594,0.6981432149480405,0.067851486,0.041021801,0.017447138,0.1508532146804541,0.067812298,0.041724545,0.2296836396126906,0.1891032545864481,0.096986555,0.011804082,0.003132939,0.058643518,0.007992928,0.068001788,0.005147061,0.076596586,0.049018213,0.9674080081244472,0.9151240917950558,0.9574352398516324,0.004975551,3.2370375592517298,3.0,12560.47940667684,12000.0,208.31579399281324,436.86569416054454,200.0,8321.237430833668,7000.0,11214.33983711009,4000.0,14833.666420776084,13854.0,682548848.0,0.1613636363636363,0.575,0.3863636363636363,0.4931818181818181,0.002272727,0.1181818181818181,309.6985552
Ernakulam,Kerala,18.8,1046.03,1034.04,100.0,98.16,99.31,88.35,99.27,46.24,83.76,2.85,0.0,94.48,69.68,61.49,51.89,1.54,0.34,6.11,0.0,10.73,12.91,79.88,82.18,96.54,70.55,90.89,4940.19,23.17,51.08,96.9,93.35,6.65,1.8,2.36,11.28,22.02,17.12,7.36,19.42,5.42,8.0,39.64,74.23,36.37,31.65,30.11,25.84,25.52,29.56,30.24,2.86,1.99,0.67,1.37,15.29,0.48,24.96,0.987,32.0,8.0,9.579793770494016,9.0,5871.640750767747,2523.0388903596986,0.2030330073825161,0.2379869472046414,0.344288472,0.2146915734807835,0.3575433007077792,0.5546307159901002,0.075439912,0.075518188,0.1145744117899221,0.1135414342656951,0.1669553919714925,0.1229190019680469,0.1084725878435232,0.1362994948072363,0.068630042,0.8532262435827441,0.015329139,0.005779378,0.051756235,0.1601627666595401,0.7642509802309368,0.6709071207084817,0.4818911559960553,0.089748333,0.9102516674886052,0.008887538,0.030373003,0.07406024,0.044586921,0.016815397,0.087871175,0.4589615708278641,0.055715579,0.023251558,0.532685087,0.063953585,0.1220805010246017,0.5908380173080992,0.099783157,0.065904143,0.2434746823570134,0.4593670403509672,0.3201813168013033,0.5086519448718375,0.4913480551281625,0.2054666377258918,0.5186097707543542,0.071245252,0.6905386064083173,0.6029379367496891,0.2065059173804896,0.8686171612979865,0.5468630665315668,0.9805691660698976,0.069584584,0.062345828,0.073714641,0.7924429816183087,0.02410164,0.7832672500519903,0.8917381255003078,0.1573024899252073,0.3377693329221235,0.6622306670778765,0.069603655,0.037878993,0.018342285,0.2015370344141347,0.056302756,0.040367647,0.1955473861052019,0.2182878199779202,0.029546668,0.015310199,0.005031538,0.053037223,0.012386071,0.089901258,0.010838641,0.1756392224935327,0.020217804,0.8574269925883631,0.8574269925883631,0.8949501045164028,0.013329367,3.191107075441899,3.0,15744.352296929505,14250.0,257.3572089889522,219.04803880958372,0.0,9842.855007621498,7000.0,11048.50207224484,4000.0,17961.707316512813,15729.5,778686219.0,0.2230392156862745,0.4019607843137255,0.4362745098039216,0.4901960784313725,0.004901961,0.068627451,360.8365503
Idukki,Kerala,19.02,1028.96,858.8,98.95,82.28,97.52,54.29,99.64,58.1,73.23,7.08,2.72,92.6,72.31,67.77,60.51,2.09,0.0,5.17,0.0,9.38,22.27,64.33,74.25,97.98,63.57,95.98,4941.89,47.58,40.28,89.64,93.29,6.71,3.3,5.32,36.51,24.25,14.49,6.84,23.55,2.32,8.95,36.27,72.12,32.03,32.02,33.78,22.78,23.86,34.77,31.81,3.46,2.63,0.64,3.73,24.75,0.39,24.1,0.927,32.0,9.0,8.553286318,9.0,2853.6938977470977,4721.247289152041,0.1642047756026847,0.2045054123964945,0.3528050121030199,0.2784847998978008,0.3301323527939135,0.5552170417831356,0.1079646835354044,0.1525366174561271,0.052653903,0.1630435174030167,0.1911507414399707,0.1501134783077599,0.132791663,0.094167213,0.025426998,0.9614354326048198,0.1143359912939225,0.003452462,0.008950312,0.030296857,0.5782863597276475,0.9464355635020516,0.7148729618052565,0.2422408158435335,0.7577591841564665,0.022735821,0.1273000204228003,0.3257179891461388,0.1986923241852437,0.1148357669751773,0.02191191,0.066693845,,,0.7201301196087033,0.068786299,0.025688408,0.7219791144949574,0.1273965695719168,0.059082964,0.091541352,0.6301251210610705,0.1837391308456335,0.3117638128029216,0.6882361871970785,0.041403067,0.6882361871970785,,0.9925792088062452,0.3818612812995079,0.081593322,0.437646993,0.9645156762969754,1.0,0.007758122,0.035308932,0.036507568,0.9168475319291918,,0.9276307096955452,1.0,0.5090309040922122,0.3465650694001731,0.6534349305998269,0.1586671077035967,0.028087008,0.073131744,0.1165702620758217,0.1094913286686645,0.008401684,0.1543599236783593,0.1495824259626236,0.002776745,0.008765828,0.058762301,0.040506793,0.006685922,0.032766069,0.00793762,0.1193720699336646,0.036556082,0.9636026606388698,0.9636026606388698,0.9636026606388698,0.009213803,3.177617854666151,3.0,14115.989970489947,12500.0,424.97303854395744,143.76845070603815,0.0,9493.874285,7650.0,7582.710130870345,0.0,16107.783136091355,14487.5,218477073.0,0.058333333,0.4916666666666666,0.4416666666666666,0.4,0.025,0.1333333333333333,355.5936489
Kottayam,Kerala,18.76,1070.55,864.73,99.63,97.14,98.59,72.48,97.43,53.19,85.77,1.56,2.78,94.07,44.66,40.25,33.04,1.86,0.65,3.58,0.0,16.13,17.5,40.76,55.12,83.62,43.98,90.37,10235.5,44.26,48.01,*,*,*,10.2,1.24,18.95,23.41,8.38,2.31,17.3,3.23,12.3,39.82,63.09,36.81,38.74,38.13,28.7,29.41,34.21,38.82,2.59,3.03,1.48,1.71,18.3,0.55,27.4,0.975,32.0,10.0,9.542564709483276,10.0,3972.570508746176,2223.2058946230213,0.2225982805690711,0.1732841442879929,0.3472566059809047,0.2568609691620312,0.3577966371061598,0.5603797965817051,0.07522311,0.1293012241523602,0.07138119,0.1216125738316706,0.1789409224835577,0.1548739030264794,0.084994929,0.1128681704045691,0.050832221,0.8430891681403673,0.079539519,0.009770844,0.037960905,0.1220831651343469,0.2897924444327029,1.0,0.7707632633447071,0.2563036453556118,0.7436963546443882,,0.040238768,0.1597522541494499,0.1232467152739787,0.091963224,0.049720208,0.292892436,0.059503847,,0.7379432204014272,0.03242926,0.079407162,0.6161812600087899,0.104936014,0.094414597,0.1844681287774424,0.7180699131110365,0.1714310561623302,0.4033809143729352,0.5966190856270648,0.099777243,0.7646137632724223,,0.8356418342063192,0.6522846694964013,0.075753077,0.7496249450512951,0.7740261431461475,0.987438387,0.047254934,0.1195549911622301,0.051361531,0.7729253428737872,0.035510704,0.8264244633126204,0.6664977166628133,0.1721778878069386,0.3919901814931754,0.6080098185068246,0.090368142,0.018619735,0.045668892,0.1562249305908988,0.055755753,0.019098118,0.1873535081481668,0.2353888816939996,0.009721052,0.005412978,0.056026579,0.061062789,0.006600457,0.095194866,0.020840247,0.064386673,0.060928204,0.9313582051373194,0.8808055780655561,0.9313582051373194,0.017211369,3.155907104722374,3.0,15842.215832877044,13950.0,305.8145105204714,467.2636780451958,0.0,11305.024779508984,8050.0,8196.801169785895,0.0,18240.521691059617,15892.0,367077088.0,0.086538462,0.4855769230769231,0.4519230769230769,0.4759615384615384,0.024038462,0.048076923,384.4366805
Alappuzha,Kerala,16.63,1107.87,1484.97,99.92,98.41,99.17,79.21,99.88,60.43,78.83,3.8,2.9,93.09,61.53,56.9,49.56,1.33,0.21,4.3,0.0,12.25,10.98,40.87,65.68,87.47,51.96,96.41,10557.46,48.98,47.79,*,100,0.01,4.45,2.83,17.85,20.08,14.36,2.13,20.4,4.5,14.33,41.89,58.94,30.25,31.88,22.9,25.24,25.43,32.12,36.19,4.73,2.63,0.65,1.83,18.29,0.18,29.02,0.985,32.0,11.0,9.082471508109434,10.0,3103.4899583753036,1693.6198417818946,0.1951106783406915,0.1914831074703328,0.3543514009129373,0.2590548132760383,0.3173077277227589,0.5847007519873437,0.08882108,0.088240427,0.089512776,0.1336617680816445,0.2272465789191067,0.1602470278080985,0.1033314751617763,0.09351027,0.022053852,0.8931407627446305,0.067849427,0.011724617,,0.022249431,0.7804183567023895,0.9302126346352306,1.0,0.099009993,0.9009900073010716,0.014858794,0.027528006,0.095527095,0.058992791,0.043348608,0.084952668,0.370418668,0.082043496,0.033085113,0.6767353879351634,0.091686181,0.052843937,0.5278302103750786,0.1735803660707414,0.1309738877464223,0.1676155358077576,0.7448800617902548,0.1623443819458691,0.3224869019888116,0.6775130980111884,0.1110266195265639,0.7362552690887371,0.1754491786836435,0.4974035254735712,0.3806038858317453,0.020403616,0.2797134705330482,0.6060734820815101,0.9752427879629972,0.029509211,0.067476157,0.071694382,0.8257302518643065,0.014480753,0.8050077145297599,0.7064756502216676,0.5155683246477492,0.2945857817747633,0.7054142182252368,0.083867108,0.032492484,0.008158035,0.1587883549171523,0.074671467,0.03014293,0.1914535879861836,0.2316699272857788,0.020257721,0.009396322,0.026261141,0.047909919,0.00917044,0.081434496,0.015131144,0.055052877,0.002651566,0.9646787092991228,0.9411407303406658,0.9411407303406658,0.016647329,3.290755054912714,3.0,13783.564211958084,14250.0,270.99566914539173,115.37442839839862,0.0,7596.559667500021,7225.0,6450.964925,1925.0,15340.609395938009,15877.0,578033720.0,0.078488372,0.688953488,0.3284883720930232,0.5843023255813954,0.005813953,0.081395349,405.4459659
Pathanamthitta,Kerala,16.41,1173.67,916.2,99.63,94.07,98.94,60.12,99.64,50.11,84.53,0.0,0.0,97.9,59.26,54.38,47.62,2.6,0.5,3.43,0.0,12.32,16.15,63.13,83.91,94.16,58.62,92.21,7608.45,36.75,57.56,*,*,*,4.65,3.5,50.14,22.67,11.36,3.92,11.16,5.02,12.28,43.84,61.57,44.24,36.41,20.94,32.12,34.71,42.09,41.87,7.66,4.13,0.76,1.51,22.25,0.16,23.78,0.974,32.0,12.0,10.326333236637575,10.0,1383.821217201266,2410.6876723239125,0.1419459851548431,0.200143907,0.3002401732303771,0.3576699347441857,0.2722987740014751,0.6157609806616797,0.1081369918180933,0.054781641,0.1170955799515776,0.053655313,0.1675990873947235,0.2305770009559173,0.080768592,0.1672802560367819,0.063287183,0.8487155911717901,0.028443945,,,,0.8149975875348721,0.5802434594474415,1.0,0.1681499874963123,0.8318500125036877,,0.086150548,0.2129746542783483,0.054661642,0.088253945,0.033518742,0.165212263,0.021321714,,0.5869957701882549,0.2482189566616925,0.039061951,0.8276409542524817,0.082573343,0.031534083,0.05825162,0.4941121821611962,0.1872578875882755,0.4923435161235102,0.5076564838764898,0.1158545644515663,0.5526735242719532,0.1481226115535618,0.4363275574567513,0.3619975135985401,0.1431217809241522,0.4474061906568697,0.4549572891183928,0.9543896439800508,0.039047948,0.091008273,0.058005848,0.8119379313209645,0.025947752,0.8467477903099158,0.8831596802026888,0.3106431341236881,0.3180268803723632,0.6819731196276367,0.1485557471082146,0.034018411,0.015791519,0.084855681,0.024849596,0.042867442,0.1479186772380535,0.2845600502967453,0.006144155,0.029117369,0.047488796,0.023890692,0.003803254,0.064955347,0.1003510787703055,0.027402669,0.021334443,0.9846331986246912,0.9129169549539164,0.9699957632908056,0.029466675,3.0149916549061375,3.0,13298.317655974855,12360.0,365.7450104,168.87880720226067,0.0,9477.456569841484,8000.0,5546.235573,0.0,15084.931407569278,14083.5,185742069.0,0.019230769,0.5384615384615384,0.6057692307692307,0.2596153846153846,0.0,0.1346153846153846,414.6372833
Kollam,Kerala,18.89,1170.7,1134.92,99.77,95.7,97.54,80.14,99.01,56.01,80.56,1.83,0.0,99.4,62.91,60.53,57.23,0.57,0.59,1.74,0.21,11.88,15.07,62.01,79.28,98.54,81.47,94.94,6835.68,44.65,49.14,*,90.51,9.49,5.54,5.44,17.33,15.49,21.38,6.94,16.99,9.37,9.52,43.52,74.35,32.53,35.96,24.53,26.23,30.22,32.36,35.26,4.5,2.24,0.54,1.63,21.45,0.22,22.27,0.978,32.0,13.0,9.273059374576784,10.0,2544.851597083708,2215.256267693237,0.2238261324999182,0.1879527519714262,0.3630912975857521,0.2251298179429034,0.3451416907798741,0.5534570918055276,0.095737968,0.1054508194572539,0.092032111,0.09277002,0.2319065700279929,0.1536089001825046,0.1154406533189838,0.099949166,0.041159191,0.888694815,0.051146443,0.002583274,0.00029444,0.029111402,0.8211446327329761,0.4461307227536664,0.9061067285654394,0.1846147371416153,0.8153852628583846,0.006946889,0.073380274,0.1562400539842665,0.077441236,0.090646181,0.053506481,0.2536560553635802,0.038311905,0.054594399,0.6439972415445979,0.1214207424691419,0.090082918,0.6287331876540573,0.160578545,0.082404226,0.128284041,0.6497548813827796,0.1327003447812569,0.3857518318630533,0.6142481681369467,0.1178169058791009,0.7155030106948224,0.17276542,0.600070773,0.5225914313600104,0.2441739927346297,0.7408428471660012,0.2920965229315761,0.969319747,0.033257379,0.043316646,0.065100095,0.8563654703699569,0.031802218,0.8632138736961914,0.940984918,0.2728581340883124,0.2516623728652463,0.7483376271347537,0.1207653633268484,0.041235989,0.014186858,0.1053300289988657,0.087452794,0.035487742,0.2117501420980235,0.2025557834903557,0.007721916,0.011932856,0.016766428,0.049584031,0.005663249,0.067040288,0.014329895,0.035974613,0.029552458,0.9462664319200892,0.9280170086703934,0.9526028805609912,0.049058512,3.368163071726383,3.0,12514.152876838203,10900.0,389.82329374602574,415.89236258725094,350.0,8251.694197,6985.0,8494.046556,2000.0,14715.389573640376,12754.5,896298894.0,0.26171875,0.625,0.3125,0.5703125,0.0,0.1171875,465.3583008
Thiruvananthapuram,Kerala,20.33,1144.5,1000.04,99.89,92.89,95.43,72.2,99.29,48.68,83.05,6.2,4.55,98.14,41.32,38.54,33.19,1.15,0.16,3.42,0.0,19.28,18.57,33.89,55.33,91.91,59.9,79.13,10164.64,34.67,32.77,*,81.69,14.32,6.37,4.89,32.29,19.53,17.36,6.28,15.21,2.81,6.61,50.6,74.06,33.03,32.98,20.87,26.07,36.24,31.44,32.14,6.68,6.79,1.24,0.84,14.98,0.0,15.17,0.972,32.0,14.0,9.262352801791549,10.0,4382.362360084728,1610.7081176226852,0.2048006149158459,0.2114002107411158,0.3293215747745106,0.2544775995685276,0.3386577887581531,0.5193186321593217,0.1161274152216924,0.1730027337965117,0.052744522,0.096191147,0.1990823181493796,0.1263713146776336,0.079742514,0.1226263388020053,0.061130333,0.8271228212739008,0.1277195473639124,0.022278578,0.01223677,0.098657369,0.5644686608287444,0.9781859622595884,0.6929357226076968,0.1725745675396614,0.8274254324603385,0.014842581,0.033939645,0.081308909,0.078093729,0.037699214,0.086121699,0.3706894647888838,0.072858053,0.001043906,0.5161737512245916,0.097026679,0.1024761138989479,0.6036307935292754,0.056887062,0.089666787,0.2498153576067297,0.5603295452855221,0.2008558138795316,0.3877825875374568,0.6122174124625431,0.1862645601935331,0.6107540084434172,0.025598602,0.8746545687936812,0.382775063,0.2264279709208372,0.5701318661631463,0.512348937,0.963601219,0.039834482,0.059130282,0.06269883,0.8313997906935987,0.04683972,0.7565015781261067,0.8143297318562333,0.4480947705736081,0.426257712,0.573742288,0.1020136495284687,0.026907976,0.021350335,0.1444867831763186,0.045380157,0.060728525,0.1965322273654347,0.1865219053050635,0.031108177,0.023867007,0.01049149,0.046373154,0.025896164,0.087889022,0.004997993,0.1587490217047217,0.034598242,0.943418232,0.9598639047094604,0.9676755586268364,0.06799213,3.201085250703891,3.0,16938.78971,16000.0,144.5514246903484,155.49111747580503,0.0,8753.238894666465,7250.0,7501.328885337725,0.0,18593.395273160284,16850.0,742554690.0,0.15625,0.6754807692307693,0.3197115384615384,0.5817307692307693,0.007211538,0.091346154,501.4424403
Sheopur,Madhya Pradesh,30.97,962.77,974.44,98.02,91.08,47.99,22.92,94.94,27.11,15.93,39.49,5.16,50.48,67.66,63.5,51.79,0.73,1.95,7.2,0.42,8.96,32.45,63.33,41.01,90.94,21.32,95.32,1408.61,76.55,10.5,78.32,100,0,3.65,0.24,4.4,45.75,16.18,7.89,37.67,1.24,30.51,11.23,33.59,71.59,64.91,61.82,9.56,10.1,19.16,25.74,0.0,0.0,0.21,13.9,53.44,0.34,12.9,0.598,23.0,1.0,5.841353453723309,7.0,1004.2671887219468,3654.9406983634703,0.3817704261149304,0.2680988071594176,0.322345343,0.027785424,0.5377001828126847,0.4493800322764082,0.008425888,0.2178623238042246,0.1081533546299055,0.2301771991124038,0.2955162030410104,0.055066713,0.025695952,0.053790992,0.009154948,0.993098405,0.003462417,0.081000713,0.081808088,0.069709139,0.7640196427171115,,1.0,0.3186669959518799,0.6813330040481201,,0.033856126,,,,0.068237375,0.3619831135930157,,0.1319156891576835,0.7824954576710037,0.129141296,0.07984448,0.851849813,0.001827278,0.075503842,0.070819067,0.4821147925263045,0.1211521985285674,0.8219442223989071,0.1780557776010929,0.1211521985285674,0.1780557776010929,0.1576231751128149,0.8026907948396409,0.2758271412233351,0.7118041313541285,1.0,0.1755487458613908,0.9675409361784444,0.029796876,0.1341256093144469,0.04832845,0.7877490645149197,0.027896025,0.8683880882081659,0.6363636363636364,1.0,0.052458535,0.947541465,0.3109807097079982,0.010583588,0.099807919,0.07111386,0.030096248,0.001458884,0.3162426291643054,0.054309586,0.006594781,0.004103115,0.004869886,0.065750075,0.004493897,,0.2422015145640479,0.008518767,0.039430514,1.0,1.0,1.0,0.024088718,4.822620885165748,4.0,10878.762826395414,12850.0,2805.9750782273786,731.8453598238227,500.0,7301.892494431429,7300.0,7109.656333763625,6775.0,15617.603314214131,17566.0,106695701.0,0.175,0.825,0.15,0.525,0.025,0.3,319.8059372
Morena,Madhya Pradesh,31.07,964.34,1086.55,99.46,97.11,62.68,32.57,93.96,36.27,25.59,27.79,6.71,67.53,58.94,51.83,42.49,0.38,1.7,5.17,0.17,15.02,20.78,63.93,64.92,97.8,31.2,99.36,1787.54,80.9,7.93,69.27,98.73,0,6.65,1.35,8.23,39.96,10.11,2.7,29.62,2.38,22.33,20.15,27.77,74.66,67.45,66.0,11.68,16.82,14.89,19.08,0.0,0.0,0.37,4.93,39.34,0.17,6.93,0.741,23.0,2.0,6.164708463185475,7.0,980.0597133638236,3428.170693896555,0.3512849006633001,0.2538160781194281,0.2938867920414503,0.1010122291758214,0.4790092523904905,0.4749817668543096,0.044218891,0.2021857418397589,0.1407746549838748,0.1866932721523482,0.2128533875292805,0.091859116,0.078131221,0.065554567,0.002768162,0.9942821809413152,,0.038744884,0.02499469,0.087509332,0.8487510943481981,,,0.3560144630384953,0.6439855369615046,0.089406648,0.025438521,0.032650648,,0.012291179,0.043377905,0.2675879040070753,0.316994275,0.1045814880054353,0.9050113814992704,0.0129728,0.067531177,0.8884416638945652,0.066237461,0.03257896,0.012741915,0.7687153934711132,0.1745535118990235,0.1689090169481708,0.8310909830518292,0.1383287695396746,0.804940136,0.2149607941673308,0.7829702957466725,0.5453545760458445,0.4372784107781404,0.9690468131123408,0.2790702232040971,0.958262711,0.039716207,0.051076997,0.06372359,0.8454832056631554,0.1048219308803481,0.7770299502892618,0.7730040384281551,0.7528548382933309,0.1566764832026522,0.8433235167973478,0.2372172724327212,0.001157508,0.063100766,0.053239724,0.073255421,0.005538979,0.3049182707013167,0.094730227,0.025384756,0.005743282,0.025077702,0.065675989,0.00179009,,0.003735263,0.012741915,0.081388117,0.9920483577168588,0.9920483577168588,0.9920483577168588,0.032088351,4.878890117052087,5.0,12217.587178937329,12560.0,3123.301750931217,533.9423716152829,500.0,6578.927429749022,6000.0,6749.535627,5850.0,16985.541475490052,16707.0,374147707.0,0.007352941,0.9705882352941176,0.3088235294117647,0.4264705882352941,0.014705882,0.25,257.6553474
